,mean,median,min,max
0,1.0,1.0,1.0,1.0
1,1.0054991132945035,1.0072445862328792,0.9623296271623157,1.0513206900682277
2,1.0128253571280017,1.0144546905542118,0.9553874976260703,1.09996693347958
3,1.01363547665717,1.0125806016911145,0.934940021185608,1.1176516023812757
4,1.0123475028207831,1.0145073858223634,0.9236903793714125,1.1277820987371954
5,1.0153449491426612,1.016638475334095,0.9199068225455457,1.1422300014719318
6,1.0174175459617403,1.0232778506869593,0.9128223365457805,1.1787239864960384
7,1.0240367416134009,1.0296357050180294,0.9209035275538785,1.1423118575526727
8,1.023798657213137,1.0271758487831368,0.8972835650307308,1.1579114451282515
9,1.026032674394351,1.0341279230979707,0.897165088248908,1.1684198678984
10,1.0282404073074423,1.0317718635599213,0.8818828217351344,1.1837359702418224
11,1.0322609905919047,1.0331187111217948,0.8780925753993358,1.1788046689777225
12,1.0345335724711076,1.0414928169041944,0.8692412594699511,1.1975039862571122
13,1.0303746109562555,1.029697567573784,0.861797699808772,1.2074671623331243
14,1.0294696919897088,1.0304326584735324,0.8593479958846855,1.222262298233853
15,1.0323627511408062,1.030800078590375,0.8680958297473279,1.2367178552720033
16,1.035452146148818,1.0376346458650967,0.8839762656154303,1.2529319945635835
17,1.034085802648954,1.0256714005636476,0.8742583870454976,1.2427897324561599
18,1.0347250965734813,1.0315274298911508,0.8456925198900532,1.2819515808044257
19,1.0402612105010984,1.0377257378943288,0.8738051134151689,1.3041728485991757
20,1.0416966566913732,1.039279946902373,0.8423948391276056,1.305207978594038
21,1.0470448765699603,1.050133081271954,0.8557998117097161,1.3293098154797982
22,1.0481938846212815,1.042732603387484,0.8529055173279506,1.3467823835207304
23,1.0501371774035926,1.045340277641392,0.849027011902119,1.3332165389446975
24,1.0534136681065802,1.0446134857878902,0.8712395945823282,1.3318030638693172
25,1.0560787136421925,1.0429141525745043,0.8458417977370506,1.3171565333774902
26,1.0581522165690211,1.0541813019582609,0.8331538083664052,1.3266580026159576
27,1.0610626878800915,1.0551301228369327,0.8401728582542536,1.3062593975563013
28,1.062916728593957,1.0608757549733816,0.8531766447142671,1.304900254926198
29,1.06525942059264,1.073527207286384,0.8489519516687953,1.330900072574375
30,1.0670031748551008,1.0756916116666555,0.8163643411456696,1.3550258180880035
31,1.0705482120998135,1.0673401545462788,0.7844742010650619,1.3671400704278387
32,1.0761657896735266,1.0694404099963417,0.7647454345002117,1.4169659712919447
33,1.0764725509306192,1.069699071002983,0.7713633911979045,1.4727114932103875
34,1.0799415588248147,1.068839186509172,0.7714129870874629,1.4669265297877945
35,1.082134178522531,1.076876311288074,0.7891377581820704,1.4828292368309088
36,1.0872962960118884,1.0802747271175843,0.8036384491123474,1.4462331629573706
37,1.0882424444771122,1.0839031570594961,0.8069820675616972,1.4510192580059758
38,1.0858949976357806,1.0754433651508988,0.8129690154455175,1.4679565233094158
39,1.087731004567398,1.0837781503911272,0.8008213750969877,1.5314547847396272
40,1.0896967543378095,1.0800560705054003,0.8217712482796383,1.5102674881184885
41,1.091715066711224,1.0856416312943558,0.808009628142405,1.546052109496565
42,1.0900829920876454,1.085354108350007,0.7733385024691067,1.5278011872887032
43,1.0916516824318858,1.0800620393576847,0.7658537792365266,1.5649276027355685
44,1.0936851149299573,1.0837335949381168,0.7508709933655594,1.576819685779791
45,1.0946298388159947,1.0717712616247805,0.7530886137161682,1.5381207178707854
46,1.1000916308623878,1.0816114898219202,0.7276719617493644,1.5596923367500062
47,1.101812659613514,1.0913596945436046,0.7449352261142063,1.5388834545047703
48,1.1017595331935708,1.0846832453574042,0.7393150148402574,1.5087343164578444
49,1.1075693361186383,1.080023181733237,0.7569478862386014,1.49590066326789
50,1.1139679555645061,1.0810170939865493,0.7548229004848599,1.544227329936345
51,1.1146579904895841,1.0857871263204601,0.7293063680815874,1.5192906460905682
52,1.1193503703171876,1.1020766188403681,0.7070033350313528,1.517376550487899
53,1.1209689188317327,1.0979211360458088,0.7264440769045023,1.5867501371678336
54,1.1224073474931513,1.086111069822832,0.7348720167651122,1.6192648637605276
55,1.1197624333927398,1.0908548453909521,0.7286008839036414,1.5731297751860087
56,1.1227973425502313,1.1102407832434738,0.7413009891839604,1.6020197882161953
57,1.1236541403917857,1.1126307915703932,0.7548846481708245,1.5993548475343753
58,1.1227395994824843,1.1137433429284578,0.7604375773527985,1.6846516345205276
59,1.1250594779523078,1.1184872644724209,0.7390956198193577,1.668308089307429
60,1.129455366726424,1.1353073164220981,0.7245919388287565,1.755060923305626
61,1.128634783055484,1.111675434330522,0.7055466154677587,1.719960255966819
62,1.1301128277896106,1.1168879233192959,0.6844533754779328,1.774385629322705
63,1.130667572478422,1.1076509696778856,0.7032461768016567,1.746616358250166
64,1.1300367027836027,1.1143677882473342,0.7096486770497558,1.7095719786612416
65,1.135229591531526,1.120220539393657,0.6943320431421424,1.7175409736868041
66,1.1384598091754727,1.1333551733823217,0.7113368975710925,1.7091258879316729
67,1.1398098565816206,1.1263347644128223,0.7068580786878189,1.7137393621427905
68,1.1398924233283076,1.125249108787912,0.7222166817623549,1.6879887716266628
69,1.1392134424811007,1.129659826740626,0.7029114934025779,1.6623694613388258
70,1.1362400195070546,1.1237441949512808,0.6949167625449004,1.65585847931044
71,1.1370964273985547,1.1307697588857022,0.6846321616664872,1.6783446612664807
72,1.1458950456900066,1.1383628184200894,0.6719581087632885,1.738858538790364
73,1.146477243873294,1.1392225967363316,0.6766203981319304,1.7014552788619313
74,1.1506762237237476,1.125908301582745,0.673627646087825,1.7182993403156996
75,1.1538672990424292,1.135478968737616,0.6522162370066541,1.6884956689882147
76,1.1576287010176307,1.1265463574395096,0.670628193471633,1.6778264389008388
77,1.1626289244879742,1.1415845273218959,0.6836125942770527,1.6629804595972928
78,1.163050762965797,1.1388309490108424,0.6766429564101747,1.6758677894373113
79,1.1671789782007864,1.1329240928346729,0.6970962649582887,1.740945461348843
80,1.166076552530779,1.1430859746649724,0.6863587313910293,1.7324659285274016
81,1.171548636923302,1.1544988844620891,0.6682080816678192,1.7175136341984465
82,1.1764341498766855,1.1592030580683024,0.6621183434099052,1.7368536759102466
83,1.1805016435467617,1.1708969899464101,0.6716689146182347,1.7559294365032814
84,1.1877203854134453,1.17968236770855,0.6817499896217349,1.7827113471271925
85,1.1884325406176752,1.1820879261395967,0.6759532273622044,1.7958072869873962
86,1.190330674188603,1.1894176291246172,0.6737407871774643,1.8317701446598422
87,1.188989658060499,1.184222455468936,0.6873418641217737,1.8657487504148667
88,1.1914515855430983,1.1770418334727695,0.668357673816209,1.813474249176905
89,1.1932940982231088,1.1872973856765672,0.665100882461353,1.837772783259735
90,1.192256629781459,1.1945477525789516,0.6803856844947788,1.8057167557407614
91,1.1943878082088444,1.1980848047115644,0.6677405659388559,1.8163810493187924
92,1.1981233758704457,1.2081785303256205,0.6767209988546408,1.7868888694575549
93,1.1994816149848626,1.220511205331896,0.6766738361190984,1.785951545194235
94,1.2013970970184011,1.2215505090933214,0.6619130207890251,1.8222921437538333
95,1.201980068009983,1.223184933041169,0.6469833085873515,1.7867598514011307
96,1.2026204743491582,1.2078835246027861,0.6576712270448031,1.8427128615450465
97,1.2074474578534904,1.214789352531566,0.6709602720211948,1.8658063188389702
98,1.2081155371363979,1.2020389815584887,0.6732179885550408,1.8027073282161108
99,1.2140221129250703,1.2179679966196506,0.670122631539698,1.8442006691239696
100,1.21659616017964,1.2248690667927624,0.6714855297943336,1.8631974605094748
101,1.2180955002434626,1.2369078053101503,0.6564581016018738,1.8918052994459897
102,1.2257062451627614,1.2204388669589918,0.6498476059603896,1.885753902131538
103,1.2346094675484283,1.2259706103487842,0.6656820030671331,1.8848661642615112
104,1.2355097398435588,1.2319133197580934,0.6469895652656743,1.8469446060979429
105,1.2387222676137428,1.2365868984550612,0.6225101935744242,1.8572582278358385
106,1.2416494227022694,1.246367794316894,0.6219361962963891,1.910868118424483
107,1.2478921859072252,1.2579101879280237,0.6324138775968369,1.996276016254389
108,1.253873882006854,1.2468621669653843,0.6379504253370247,1.9888403205720195
109,1.2564685414959589,1.259608563190932,0.6391190015743434,2.0277814042093842
110,1.2585262582626684,1.2523661474142347,0.6407569852220478,2.1047920425627766
111,1.262275869062912,1.2777798702155594,0.6570955026802624,2.1083446553792946
112,1.2646485149720428,1.2753508493053687,0.6618334198471391,2.1406761249318103
113,1.267348072962995,1.279222658293199,0.6628129343561415,2.209020293554825
114,1.2686636771114437,1.296633452621323,0.6591050301807686,2.1956666275498806
115,1.2744062145401376,1.2831600398725684,0.6682700292990686,2.1639699063521087
116,1.2778302939006314,1.2831700546864968,0.6643642307067373,2.1720388313989893
117,1.2813326790731232,1.2748457295734945,0.6467820225283218,2.199632595375471
118,1.2860331262895734,1.298528357684928,0.6370427148750982,2.235352574407578
119,1.282844930168217,1.2869746599139096,0.6227370701872917,2.237889096592022
120,1.2820462716500751,1.288739717640885,0.6177275007346592,2.2479400885000955
121,1.2859418191799497,1.304499572155517,0.610861489856299,2.218502767397843
122,1.2861135215696091,1.303237572266566,0.6222525763527491,2.239911875187396
123,1.2888458957553537,1.301703085633766,0.6091391254013667,2.2643965972105295
124,1.2942703743771884,1.3001720420740637,0.6238827108657709,2.2876298607799743
125,1.2945953867617377,1.2923768731510155,0.6339364121697796,2.267608729393255
126,1.3027879566261618,1.308822762508349,0.6408440269110128,2.283284466385244
